id,ad_creative_body,pred_theme_sbert,gt_theme,moral_foundation,pred_theme_llms
1.18797E+15,"The @CountyofLA has begun administering third doses of Pfizer and Moderna COVID-19 vaccines for certain immunocompromised people.
  
 

  Individuals who qualify for a third dose include organ transplant recipients, people undergoing cancer treatment, people with advanced or untreated HIV, and those on certain immunosuppressive medications.
  
 

  Individuals should ideally be vaccinated with the same vaccine they received for the first and second dose, but if that is not possible, receiving a third dose with another mRNA vaccine (Pfizer or Moderna) is acceptable, according to LA County.
  
 

  Those who qualify are encouraged to speak to their healthcare provider to confirm eligibility & to get vaccinated.
  
 

  ℹ️ Find out more by clicking the link in our bio!
  
 

  ⚠️ Data continues to affirm that, for the general population, fully vaccinated people are well protected from severe infections with Delta variants. While there is evidence that a very small number of fully vaccinated individuals can become infected and contribute to community spread, most new cases and hospitalizations are those who are unvaccinated.
  
 

  To schedule your vaccination appointment, visit VaccinateLACounty.com.",CovidPlan,EncourageVaccination,care/harm,VaccineRollout
449435289459673,"What's going on with the Johnson & Johnson Vaccine Pause?
  
 

  You've got questions? 
  We've got answers.
  
 

  • SHOULD I STILL GET VAXXED?
  Yes.
  Pfizer & Moderna vaccines are still in use.
  Both are highly effective at reducing COVID risk.
  Do not delay.
  Sign up to be registered at https://COVAX.BaltimoreCity.gov
  
 

  • WHY DID THE PAUSE HAPPEN?
  Blood clots and low blood platelet counts were reported in 6 women, aged 18-48.
  These symptoms appeared up to 3 weeks after receiving the Johnson & Johnson vaccine.
  The CDC is reviewing data, and may make new recommendations soon.
  
 

  • HOW MANY CASES?
  6 people out of 6,800,000 Johnson & Johnson doses developed the symptoms. 
  These are the known cases as of April 13.
  
 

  • HOW MANY JOHNSON & JOHNSON VACCINES HAVE BEEN USED IN BALTIMORE?
  Roughly 5% of all first doses in Baltimore have been Johnson & Johnson.
  10,530 doses were Johnson & Johnson out of 184,906 total first doses, as of April 13.
  
 

  • I GOT THE JOHNSON & JOHNSON VACCINE. SHOULD I BE WORRIED?
  No.
  Most have not experienced negative side effects.
  The risk is thought to be lower if you got the vaccine more than 1 month ago.
  
 

  • WHAT ARE THE SYMPTOMS OF BLOOD CLOTS?
  If you have:
  Severe headache,
  Abdominal pain,
  Leg pain, 
  or Shortness of breath, 
  Contact your health care provider IMMEDIATELY.
  
 

  #BaltimoreHealthDepartment #BaltHealthDept #HealthyBaltimore #BmoreHealthy #BALTIMOREvsCOVID #BaltimoreversusCOVID #CoronavirusBalt #CoronavirusBaltimore",VaccineSymptom,VaccineSymptom,none,VaccineSymptom
273285590872188,"Safe and effective COVD-19 vaccines are available for Kansans throughout the state. Sign up for weekly updates about the state’s current phase, new developments and vaccine distribution stats.",VaccineRollout,VaccineStatus,none,VaccineStatus
793882637973179,"(Mis)trust in the COVID-19 Vaccine in the African American Community.
  
 

  A Mayo Clinic-sponsored forum to help inform your decision.
  
 

  DATE: AUGUST 28, 2021
  TIME: 10:00 AM MST; 12:00 PM CST & 1:00 PM EST
  Register in advance for the webinar: https://bit.ly/3xZbgAA
  After registering, you will receive confirmation email containing information about joining the webinar.",VaccineEfficacy,VaccineMisinformation,none,VaccineEquity
527353485338619,"Anyone in CALIFORNIA can get the COVID-19 vaccine 💉 for FREE, even if you are undocumented or don’t have insurance.
  
  Get the facts NOW.
  
  #EndThePandemic😷",VaccineEquity,VaccineEquity,fairness/cheating,VaccineEquity
3.00388E+15,"The Cleveland “Guardians” have mandated the COVID vaccine for all employees. We are calling on all Patriots and defenders of medical freedom to join us at Progressive Field on December 4th at 11 a.m. We must stand up for our workers and send a message to the Dolans that we will not tolerate unconstitutional mandates or healthcare discrimination. Bring your signs, flags and Chief Wahoo gear! 🇺🇸",CovidPlan,VaccineMandate,liberty/oppression,VaccineMandate
3.22947E+15,"Honest question here: If Donald Trump were still President, do you think the left would be pushing vaccine mandates today? Or would they be accusing the vaccine of being a dangerous solution pushed by Trump on society? What do you think? 
  
 

  https://www.foxnews.com/us/ron-desantis-legislation-florida-companies-vaccine-mandate-rescind-termination",GovTrust,VaccineMandate,none,VaccineMandate
2.01282E+15,"We need volunteers (or groups of volunteers) to help staff our COVID-19 vaccine clinics.
  
 

  This week, we need greeters and clerical help. Sign up to help here ➡️ https://bit.ly/3aVSemy",CovidPlan,EncourageVaccination,none,EncourageVaccination
398785001777736,"DAVID CLARK FOR CITY COUNCIL
  
 

  Bloomington, MN City Council District #3
  
 

  PRESS RELEASE
  
 

  October 27th 2021
  
 

  *For Immediate Release*
  
 

  ****************************************************
  
 

  I just learned that the City of Bloomington will fire fifteen police officers who are refusing, for private, personal reasons, to take the COVID-19 vaccine.
  
 

  Many of our police officers have already had COVID and have thus built up natural resistance to COVID. Natural resistance is almost always more effective than vaccine-induced resistance. Why should these officers have to get vaccinated?
  
 

  Our police wear masks and are aware of their surroundings when dealing with other people. The vaccine primarily protects the individual taking it. It does not prevent the spread of the disease. An officer refusing vaccination is taking a personal risk but is not putting others at significant risk.  
  
 

  Therefore, any mandate (Federal or otherwise) that results in the loss of employment over this issue is a violation of the rights of each individual to make choices about their bodies and their medical treatment. The rule “My body, my choice” should apply here.
  
 

  This is just one more example of the erosion of individual rights and civil liberties in Bloomington over the past year. We have seen grown adults lose their right to make choices on the purchase of flavored tobacco products. Homeowners have lost their rights with arbitrary zoning changes with no regard for local input. 
  
 

  For over a year, our self-righteous Mayor and some City Council members have consistently defaulted to a position of restricting individual rights when they have the chance. Courts have intervened and found in favor of Plaintiffs in two such cases now: trash collection practices and the Council’s unconstitutional decision to ban some photography in public parks, which could still cost Bloomington tens of thousands of dollars in attorney-fee awards to the person who sued - two more examples of a City eager to restrict the rights of its residents even in cases our courts have said are un-constitutional.
  
 

  With this latest salvo, the City is once again coming down on the side of telling our police officers what is best for their bodies. Those who are comfortable taking the vaccine have every right to do so and should.  
  
 

  But I stand firmly with those police who are not comfortable being vaccinated, whether because of their natural immunity, religious concerns or for medical reasons, or just the desire as an individual to not take it. I believe Police have the same rights to individual choice as all citizens. They should not lose their jobs for exercising that right. It may even be that the union contract with our police doesn’t allow this sort of restriction – has the City checked? Did they consult with the Union?
  
 

  This isn’t just a medical freedom issue. It is a public safety issue. Police Chief Mike Hartley reported to the City Council in the October 25ty meeting that crime is on the rise in Bloomington. We need every police officer we can get. We are already short officers. Firing fifteen more out of around 125 officers* - about 12% of the total force - for bad reasons makes the staffing situation in Bloomington much worse, puts more load on remaining officers, will cause a plunge in police morale and decrease safety for all of us.  
  
 

  That is unacceptable and I will not stay silent about my support for our police on these issues and for their vital role in our community.
  
 

  
  
 

  David Clark
  
 

  Clark For Bloomington City Council District #3
  
 

  support@davidclarkforcitycouncil.com
  
 

  
  
 

  *Based on informal telephone call to the police desk on October",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
258024716089381,"When Conway Regional Health System noted an unusual uptick in vaccine exemption requests that cited the use of fetal cell lines in the development and testing of the vaccines, the administration gave a religious attestation form to those requesting the exemption. However, the form also included 30 commonly used medicines that fall into the same category as the COVID-19 vaccine in their use of fetal cell lines.",VaccineReligion,VaccineReligion,purity/degradation,VaccineReligion
141269204694465,"Does the COVID-19 vaccine contain fetal cells? No. Neither of the vaccines in the U.S. (Pfizer, Moderna) use any fetal cells in production, testing or as an ingredient.
  
 

  Older vaccines for things like rubella, rabies, polio, measles, chickenpox and shingles were developed using fetal “cell lines” from the 1960s in the testing process.
  
 

  According to the University of Alabama at Birmingham: “Neither the Pfizer nor the Moderna vaccine uses cell lines that originated in fetal tissue taken from the body of an aborted baby at any stage of design, development or production.”",VaccineEfficacy,VaccineMisinformation,none,VaccineMisinformation
234473265325623,Let the COVID-19 vaccine be your offensive line: Get the shot and get protected against this virus. Learn more at ar.gov/mvp. #ArkansasMVP #Yessir,GovTrust,EncourageVaccination,none,EncourageVaccination
242120184266932,"When it comes to medical decisions it should be left to personal choice. I’m extremely concerned that the media has been tirelessly pushing covid-19 “vaccines” from different companies as the only way back to normal. In no way should the government, employers, or business establishments open to the public be able to force or discriminate against those who have refused the “vaccine.” Remember, these companies have immunity from recourse should you experience life-changing adverse reactions. Lastly, say no to vaccine passports. 
  
 

  #SavingWisconsinTogether
  #DefendingYourFreedoms
  www.wichmannforgovernor.com
  
 

  https://youtu.be/kRm69XNTrfY",VaccineMandate,VaccineMandate,liberty/oppression,VaccineMandate
505142857182639,"Kirkwood Parks and Recreation will be hosting a Vaccination Clinic facilitated by the National Guard on May 7, 2021 from 8am to 4pm 
  
 

  Registration is required at www.kirkwoodparksandrec.org. Select Online Registration twice, then select special events in the left hand column and scroll to the bottom of the page. 
  
 

  Once registered you may come any time between 8am – 4pm that day.
  
 

  The clinic will be issuing the two-dose Moderna vaccine. The second dose will be administered June 4, 2021.",EncourageVaccination,VaccineRollout,none,VaccineRollout
354422446060917,"We've come so far, and the numbers prove it. Since President Joe Biden took office, the nation has made significant strides in coming out of the pandemic.
  
 

  COVID cases, hospitalizations, and deaths have decreased significantly. There's also a surge in vaccinations. Before Biden took office, more than 16 million people in the country had gotten their COVID-19 vaccine. Today, more than 316 million have gotten at least one shot.
  
 

  An estimated 70% of students are back to full-time, in-person instruction, and more people are going back to work.
  
 

  More than 2 million jobs have been created — that's a monthly average of 540,000 new jobs. The average number of new unemployment claims has also decreased by 50%.
  
 

  ✏ : @cruzitabells 
  
 

  🖌 : @desireetapia 
  
 

  #Covid #Covid19 #CovidPandemic #Coronavirus #CoronavirusPandemic #CovidRecovery #EndThePandemic #VaccinesSaveLives #GetTheVaccine #VaccinatePA #VaccinatePennsylvania #CovidVaccine #Covid19Vacccine #Biden #BidenAdministration #GotMyShotPA",CovidPlan,GovTrust,authority/subversion,GovTrust
1.26349E+15,"Immunize Nevada, in partnership with the JET Foundation, is hosting a COVID-19 vaccine clinic for those 12+ with the Janssen, Moderna and Pfizer COVID-19 vaccines
  
 

  Siegel Slots & Suites | 12+ COVID-19 Vaccine Clinic | No appoinment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
537614257451524,"Immunize Nevada, in partnership with Mater Academy, is hosting a COVID-19 vaccine clinic for those 12+ with the Pfizer COVID-19 vaccine.
  
 

  Mater Academy Mountain Vista | 12+ COVID-19 Vaccine Clinic | No appointment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
696691191297827,"Immunize Nevada is hosting a COVID-19 vaccine clinic for those 12+ with the Janssen, Moderna and Pfizer COVID-19 vaccines.  
  
 

  This clinic will be providing first, second, third and booster COVID-19 doses.  
  
 

  Both the standard dose flu vaccine, for those 3-64 years of age and the high dose flu vaccine for those 65+ will also be available.  
  
 

  Acelero Learning - Spring Valley Center | Flu & 12+ COVID-19 Vaccine Clinic | No appointment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
3.78592E+15,"The world's biggest vaccine producer is out of Covid-19 vaccines, as second wave accelerates",VaccineDevelopment,VaccineDevelopment,none,VaccineEquity
793147754690816,"While I support Governor Wolf’s decision, masks are not going to bring the pandemic to an end — vaccines will. Masks only provide partial protection for our kids, that’s why I'm calling for Covid-19 vaccine mandates for everyone who is eligible, age 12 and up. Almost a third of Pennsylvanians haven't received their first shot yet. Our public officials need to take action on vaccines to bring this pandemic to a close.
  Sign my petition today to show the grassroots support for defeating Covid-19. Tell our elected officials they need to take action as soon as possible",MaskMandate,VaccineMandate,care/harm,VaccineMandate
147485590879233,"The latest round of federal vaccine mandates has prompted headlines about health care workers quitting to avoid having to get vaccinated. But vaccine mandates aren't the problem—surging COVID-19 cases are. After a year and a half of serving patients in a pandemic, doctors and nurses are now taking care of unvaccinated patients in a fourth wave of cases that would have been avoidable if people had gotten the vaccine. 
  
 

  Quitting over a vaccine mandate may earn bigger headlines, but let's not forget that these folks are in the minority. Around 96% of doctors and the vast majority of nurses are already vaccinated. Burnout is a much bigger threat for the majority of health care workers.",VaccineEfficacy,VaccineMandate,liberty/oppression,VaccineMandate
404544647606148,Have questions about the COVID-19 vaccine? Check out an upcoming virtual forum featuring Maine doctors who are ready to help. This virtual forum hosted by the Maine Community Action Partnership will be conducted via Zoom. RSVP here: https://mecap.org/forum/,VaccineEquity,EncourageVaccination,none,EncourageVaccination
1.1205E+15,"Free Walk-In COVID-19 Vaccine Clinic at Sophia's Kitchen!
  🔹 Thursday, June 17 from 9 AM - 12 PM
  🔹 Open to ages 12 and up
  🔹 No appointment necessary!
  
 

  ▸ No proof of health insurance needed or asked for.
  ▸ No proof of residency needed or asked for.
  ▸ Free! There is no cost to get your COVID-19 Vaccine at this clinic.
  ▸ Anyone under the age of 18 will need to have a parent or legal guardian present in order to be vaccinated.
  
 

  🔹 This vaccine clinic will have all 3 COVID-19 Vaccines available:
  ▸ Moderna -Two doses required, available to anyone age 18+
  ▸ Pfizer - Two doses required, available to anyone age 12+
  ▸ Johnson & Johnson - One dose required, available to anyone age 18+
  
 

  🔹 For more information about upcoming COVID-19 Vaccine Clinics in Peoria County, visit www.pcchd.org/306.",VaccineRollout,EncourageVaccination,none,EncourageVaccination
324434453028819,Show you’re vaccinated & proud with your HRC Vaccine Card Holder! Get one today when you donate just $5.,EncourageVaccination,EncourageVaccination,none,EncourageVaccination
213452994290123,"The vaccine is safe and effective, and is your best protection against COVID-19. 
  
 

  Get a free COVID-19 vaccination today!",VaccineEfficacy,EncourageVaccination,loyalty/betrayal,EncourageVaccination
149479583797135,"ATTENTION Framingham & Ashland High School Youth (16+): Special Pfizer vaccine clinic this Saturday, May 8
  
 

  SCHEDULE YOUR APPOINTMENT NOW
  
 

  ""The MetroWest-Westborough Regional Collaborative is excited to offer a private Pfizer vaccine clinic for our high school students ages 16 and older. 
  
 

  PFIZER COVID-19 VACCINE CLINIC
  
 

  Saturday, May 8, 2021
  from 8:30am-5:30pm
  MetroWest-Westborough Regional Vaccination Site DoubleTree Hotel, 5400 Computer Drive, Westborough
  Open to Students Ages 16+ (must be 16 by 5/8)
  
 

  Appointments Required.
  
 

  Click link below to register
  https://home.color.com/vaccine/register/northborough...
  
 

  This is for first dose appointments only. Second dose appointments for May 29th will be scheduled on-site
  
 

  Students ages 16 and 17 must bring a completed Parent Consent Form to the clinic. Download the form at: https://www.mass.gov/doc/ma-consent-and-screening-form-for-individuals-under-18-years-of-age-english-4222021/download?fbclid=IwAR3dpKzegxWonssIC264oWAOx-3B5Msm4kL2wVc_XNNshaJ6taaNSm94X-s
  
 

  The MetroWest-Westborough Regional Vaccination Site at the DoubleTree Hotel (5400 Computer Drive, Westborough) is a collaborative effort by the Health and Fire Departments of the following towns: Ashland, Boylston, Holliston, Hopkinton, Northborough, Southborough and Westborough.""",CovidPlan,VaccineRollout,none,VaccineRollout
723198808375275,People who got the Moderna COVID-19 vaccine say they have more side effects,NaturalImmunity,VaccineSymptom,none,VaccineSymptom
910930209508775,"Saturday, September 11 | 10am-1pm | 12+ COVID-19 Vaccine Clinic | No appointment necessary
  
 

  Immunize Nevada, in partnership with Imbib Custom Brews of Reno, is hosting a COVID-19 vaccine clinic for those 12+ with the Janssen, Moderna and Pfizer COVID-19 vaccines. This clinic is part of the Legends of Beer Festival.  
  
 

  The Outlets at Legends | 1320 Scheels Drive, Sparks, NV 89434",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
417298700070636,"URGENT: Tell Florida’s Republican governor, Ron DeSantis, to put saving lives over scoring right-wing political points! Over 50,000 people in Florida have died from COVID, deaths are climbing, and the state’s hospitals are overwhelmed. 
  
 

  But DeSantis has prioritized advancing his political ambitions instead, pushing bans on mask or vaccine mandates, downplaying vaccines’ effectiveness, and punishing school districts for requiring masks. How many more lives will be sacrificed to DeSantis’ political ambitions?
  
 

  Take action to pressure DeSantis to stop using Florida’s people as political pawns. Click here to sign via SMS the petition to demand that DeSantis institute mask mandates and other public health safeguards against COVID to prevent unnecessary suffering, pain, and death.",VaccineMandate,UrgentPoliticalAdvocacy,authority/subversion,UrgentPoliticalAdvocacy
483956499590878,"Yolanda is parent to her daughter, a diverse learner, and caretaker for her 82-year-old mother. She wanted the Johnson & Johnson vaccine because she wanted to get one shot and be done! She says she also wanted to protect herself and her household. She urges others to take the vaccine to be protected and not be afraid. Thank you, Yolanda, for sharing your story. #AllinForEarlyEd Have a vaccine story of your own? We'd love to hear it! https://bit.ly/VaxUp4ECE",VaccineEfficacy,EncourageVaccination,loyalty/betrayal,EncourageVaccination
964123314199031,"THE VACCINE is the dramatic story of the married scientists who developed the Pfizer/BioNTech vaccine, the first vaccine against COVID-19. On sale 2/1. Pre-order now.
  
 

  “Türeci and Şahin are rapidly becoming the most celebrated marriage in science since Marie and Pierre Curie discovered radioactivity.” 
  ―The Times (London)",VaccineEfficacy,VaccineDevelopment,none,VaccineDevelopment
4.91925E+15,"Our next stop is New Orleans – the first Stay Well event of 2022! We’ll bring health resources, COVID-19 and flu vaccines, COVID-19 boosters, and family activities, so we hope you can join us! We’ll be at L.B. Landry High School from 10 am to 2 pm on Saturday, January 29th. 
  
 

  RSVP to our event page if you can make it! https://fb.me/e/2zI2sqrvl",CovidPlan,EncourageVaccination,none,EncourageVaccination
845577085994080,"From June 12-June 13, join us for an fundraising event. This is a playful event for a serious cause!
  For 24 hours, we will be playing board games and role playing games. Throughout, there will be a variety of ways to give to SAFEchild!
  We are hoping to raise at least $2000 during this event. Therefore, we will have concessions, raffles, buy-for events.
  
 

  COVID-19 STATEMENT:
  This is a hybrid virtual and in-person event. To attend the in-person portion, attendees must be able to provide a Covid-19 Vaccine card or negative test. Masks will still be worn and social distancing is still required. If you are not comfortable with that, feel free to attend the virtual portion!
  Advance donations welcome, but we will also be collecting day of the event!
  
 

  https://safechildnc.org/donate/",VaccineEquity,VaccineMandate,none,VaccineMandate
3.09424E+15,"We believe in a world where we all love and protect our neighbors as ourselves. The Golden Rule - to “do unto others as you would have them do unto you” is key to how many of us live out our faith. Getting vaccinated follows the Golden Rule.
  
  As Florida leads the nation in new COVID hospital admissions right now, we’re calling for everyone in the Sunshine State to be #FaithfullyVaxed. Join us at this community event for a school supply giveaway and free COVID-19 vaccines!",GovTrust,EncourageVaccination,loyalty/betrayal,EncourageVaccination
865725021018352,"Immunize Nevada is hosting a COVID-19 vaccine and testing clinic for those 12+ with the Janssen, Moderna & Pfizer COVID-19 vaccines.
  
 

  Elko Senior Citizen Center | COVID-19 Vaccine & Testing Clinic | No appointment necessary",EncourageVaccination,EncourageVaccination,none,EncourageVaccination
193339925872161,"""You can walk out of your door, out of your classroom and walk into a facility and get a vaccine where you feel comfortable."" 
  
 

  BMC's VP of community engagement and external affairs, Petrina Martin Cherry highlights the opening of a COVID-19 vaccination clinic in partnership with Boston Arts Academy as a convenient option for students following the expansion of vaccine access to adolescents, via WCVB Channel 5 Boston:",GovTrust,VaccineRollout,none,VaccineRollout
800954974162420,"Without equal access to vaccines, COVID-19 will continue to spread and halt our lives. 82% of administered vaccines have gone to high or upper middle-income countries, while only 0.2% have been sent to low-income countries. Tune right now to hear why every country in the world needs equal access to vaccines to end the pandemic.",VaccineEquity,VaccineEquity,fairness/cheating,VaccineEquity
283810159977979,"Biden Meets Putin; YouTube Censors Covid Speech
  
 

  Michael Comerford was a journalist for the Moscow Times in the 1990’s. He gives the inside story of how the country transitioned from communism to free markets to Putin’s oligarchy. Then we talk about his cross-country bike ride during the pandemic to see how it impacted small town America. He reports that YouTube has taken down some of his interviews of common folks simply expressing their views on the disease! We also discuss YouTube taking down our video of former University of Wisconsin professor Dr. Joel Hirschhorn for simply warning people who have already had Covid to be cautious about getting the vaccine.
  
 

  Listen: https://pod.link/1348897500
  Watch: https://youtu.be/jUiIhmh-juw",GovTrust,GovDistrust,liberty/oppression,GovDistrust
539842757262962,"Just to be clear. The Independence Party respects every one’s right to decide for themselves whether or not to get the vaccine. That said, it should be a properly informed choice. We do not consider people who only get information from internet sources who constantly put out misinformation without fact checking these sources as truly being informed. 
  The Independence Party also respects the right for local jurisdictions like school districts to require masks without the state blocking these mandates. Even students in Dallas ISD can refuse to wear masks but they will be segregated from their normal classroom and placed with other students not wearing masks. I hope parents who push for the right to refuse their children being forced to wear masks know they are putting their children in much greater risk of contracting COVID.
  The Independence Party also respects the right for private companies to require proof of vaccines or negative COVID test in order to pay for that companies services. On September 1st, a new law will go into effect in Texas banning companies doing business in Texas from requiring proof of vaccines. Supposedly, this law is to support people’s right to choose but it is violating private businesses rights to protect their customers. It will be interesting to see how this plays out because concert promoters Live Nation and AEG have both announced proof of vaccine OR a recent negative COVID test will be required to attend their shows. The key here is the OR because the law does not ban requiring a negative test. I think cruise companies will be using this same strategy. I am sure there is going to be court battles over this but if the OR exemption holds up in court, it makes me wonder, did the Texas legislature and governor purposely pass this impotent law knowing it would really do nothing just for political theatre or were they just stupid.",VaccineMandate,AdvocatingUnifiedLiberties,liberty/oppression,MaskMandate
562554484739579,"On June 17, the New York Immigration Coalition presented a tailored presentation for community members undecided about getting vaccinated. Watch this video for updates to mask guidance for vaccinated people and guidance for children eligible for the Pfizer vaccine. 
  
  ⭐️ Be the first to know about event updates, campaigns, and so much more. Sign up here 👉🏼 https://nyic.me/alerts",MaskMandate,EncourageVaccination,none,EncourageVaccination
954390728812551,Special session starts next week. Looking forward to putting an end to Biden’s COVID madness here in Florida!,GovTrust,GovDistrust,authority/subversion,GovDistrust
885707925323299,"The Baltimore City Health Department is excited to announce a one-stop-shop for all Baltimore City residents to preregister for the COVID-19 vaccines! Visit covax.baltimorecity.gov and fill out the form now, and we will contact you once an appointment becomes available!
  #BALTIMOREvsCOVID",CovidPlan,VaccineRollout,none,VaccineRollout
481232989654065,"Please participate in my VOTER POLL at:
  
 

  https://repbrucegriffey7917.survey.fm/poll-on-covid-issues-for-tn-special-legislative-session?
  
 

  There will be a Special Legislative Session beginning on Oct. 27 to address Covid related issues and I want to hear from YOU! Government works FOR THE PEOPLE and legislators serve at the pleasure of their constituents to be their constituents' voice! For these reasons, I am seeking input from YOU as to Covid related issues - vaccine mandates, mask mandates, vaccine passports, restraining the Governor's emergency powers, challenging overreach by the federal government, etc. I am also seeking input from constituents as to what legislation YOU would like to see proposed.  
  
 

  The issues that the legislature will be addressing beginning on Oct. 27 should be directly in the hands of voters to decide, and I believe it is the obligation of the legislature to solicit, listen to and abide by the will of the majority of Tennesseans. After all, in the great words of Abraham Lincoln, ""Democracy is a government of the people, by the people and for the people.""",EncourageVaccination,AdvocatingUnifiedLiberties,none,AdvocatingUnifiedLiberties
507418557193305,Two doses are better than one: make sure to get both doses when getting either the Pfizer or Moderna vaccine. Get your free COVID-19 vaccination today and help stop the spread for good. #SleeveUpLB,VaccineEfficacy,EncourageVaccination,none,EncourageVaccination
608851870124431,"If you are a senior looking for information on COVID vaccine boosters, visit the link below to learn more about eligibility and availability of booster shots in your neck of the woods. 
  https://www.vaccines.gov/",VaccineRollout,VaccineRollout,none,VaccineStatus
175951144351809,"Brad is the borough president we need to drive the Manhattan COVID recovery. He’s done more:
  
 

  🔵Led the fight to vaccinate New Yorkers
  🔵Cracked down on pandemic PPE price gougers 
  🔵Took on landlords to keep seniors in their homes
  🔵Secured hundreds of millions of dollars in COVID-19 relief for small businesses 
  
 

  When we elect Brad as borough president, he’ll do more.
  
 

  🔵Create good paying jobs
  🔵Provide more affordable housing for working families
  🔵Support struggling shops and small businesses 
  🔵Ensure our arts and culture not only survive but thrive
  🔵Invest in long-haul COVID-19 research
  
  Click or tap to learn more about Brad Hoylman for Manhattan Borough President >>",CommunityServiceByCandidate,CommunityServiceByCandidate,authority/subversion,CommunityServiceByCandidate
352177853017498,"KVH has teamed up with the Klickitat County Public Heath Department for a back-to-school COVID-19 vaccine clinic this Saturday, 9 am to noon in the Goldendale High School Gym. This clinic coincides with the free sports physicals for student athletes at the same time and location. 
  
 

  The COVID-19 clinic is free and open to anyone in the community. Parental consent is required for young adults ages 12-17. No appointment or proof of insurance is required. For more information, call KVH Family Medicine at 509.773.4017.",CovidPlan,VaccineRollout,none,VaccineRollout
594158865029164,Your recommendation as a health care provider may be the deciding factor that encourages someone to get the COVID-19 vaccine.,VaccineEfficacy,EncourageVaccination,none,EncourageVaccination
306746337932008,Do you have questions about the COVID-19 vaccine for your child? Join ACT and the Alaska chapter of the American Academy of Pediatrics as five pediatricians from across AK join us to answer your questions. Register at the link in our bio or go to: www.alaskachildrenstrust.org/events #covid19 #alaska #vaccine,VaccineRollout,EncourageVaccination,none,VaccineRollout
