id,ad_creative_body,gt_theme,stance,funding_entity,pred_theme_sbert,pred_theme_llms
3511205545651620,"Our state's diverse energy mix of clean energy and natural gas help to support local economies reliant on agriculture and energy. Where energy projects are developed, landowners benefit directly from lease payments, school districts and local governments benefit from a new source of tax revenue, and local workers benefit from job opportunities that are often difficult to find in rural America. 
  
  
 

  Follow the Texas Power Alliance for more updates on Texas energy!",Economy_pro,0,The Advanced Power Alliance,Economy_pro,Economy_pro
472788654067551,"CA already imports 70% of the oil & gas we use, and now some Sacramento politicians want to get rid of local production entirely— that means even more foreign oil imports and higher gas prices for all Californians. SB-467 is a costly bill that would kill thousands of local blue-collar jobs.",Patriotism,0,Californians for Energy Independence,Patriotism,Patriotism
472140824195717,"Did you know? Thanks primarily to increased natural gas use, the United States leads the world in carbon dioxide emissions reductions this century. In fact, the U.S. has reduced CO2 emissions more than the next four leading emission reduction nations combined. Check out IPRB's recent video to learn more.",ClimateSolution,0,ILLINOIS PETROLEUM RESOURCES BOARD,Patriotism,ClimateSolution
4290935727681610,ENERGY ACTION ALERT: Protect New York’s energy future. Sign the petition in support of natural gas and consumer choice.,Patriotism,0,EXXON MOBIL CORPORATION,Patriotism,Patriotism
411379300361037,"Clean energy is the fastest growing industry in the USA, and it needs you. Help us power the country.",Economy_clean,1,Energy Boom,Economy_clean,Economy_clean
1257066688369520,Fossil fuels are getting more expensive every day. It's time to invest in clean energy.,Economy_clean,1,SIERRA CLUB,Economy_clean,Economy_clean
1339404349810380,Action on clean energy infrastructure can create more good-paying American jobs and power more homes right here in West Virginia.,Economy_clean,1,AMERICAN WIND ENERGY ASSOCIATION,Economy_clean,Economy_clean
169819818472218,"For decades scientists have been warning us that climate change will take an enormous toll on people and critical ecosystems if we fail to sharply curtail heat-trapping emissions. The future they were warning us about is now here, and it is terrifying. 
  
  
 

  Congress must ensure that bold and necessary climate solutions are an integral part of legislation that passes this year. Our health, economy, and future depend on it: act.ucsusa.org/Congress-act-now.",HumanHealth,1,"UNION OF CONCERNED SCIENTISTS, INC.",HumanHealth,FutureGeneration
418717989969140,Kids need climate education because the climate crisis is the defining challenge of our time. Support NCSE. https://ncse.ngo/donate,FutureGeneration,1,"NATIONAL CENTER FOR SCIENCE EDUCATION, INC., THE",FutureGeneration,FutureGeneration
671008817153538,"It’s our moment to Go Bold and set a path toward a cleaner, safer, healthier world. A path that protects our families and future generations from the most severe consequences of climate change. Add your name today and be a part of this bold movement.",FutureGeneration,1,Environmental Defense Fund,FutureGeneration,FutureGeneration
870953900443436,"Smog, wildfires, warmer temperatures, drought — are all intensified due to the #ClimateCrisis. These community leaders decided to take matters into their own hands to improve the quality of life of their communities. This is climate action. bit.ly/3vPgajm",Environmental,1,"WILDERNESS SOCIETY, THE",Environmental,Environmental
222609669640013,"Healthcare workers: worsening air quality, rising temperatures and threats to water availability and quality are both products of climate change and public health threats. 
  
  
 

  We need leadership from state lawmakers to address climate change.",HumanHealth,1,Healthy Air and Water Colorado,Environmental,HumanHealth
270504375095329,"""Scientific studies have revealed just how devastating climate change is to life on Earth."" 
  
  
 

  How You Can Help to Save Wildlife http://www.animalmatters.org/what-you-can-do/",Animals,1,Animal Matters,Animals,Animals
1267046447106640,"""The warming of the planet is taking a deadly toll on seabirds that are suffering population declines from starvation, inability to reproduce, heat waves and extreme weather.""
  
  
 

  How You Can Help to Save Wildlife http://www.animalmatters.org/what-you-can-do/",Animals,1,Animal Matters,Animals,Animals
159722099429307,"Fact check alert! Despite what you may have heard, there's a way to build renewable projects while also protecting wildlife. 
  Read more >>>🐦🐦🐦",Animals,1,ReNew Mexico,Animals,Animals
224642575950092,"As #renewables continue to displace dirty fossil fuel, communities across the U.S will reap both economic and health advantages from the switch.
  
  
 

  https://bit.ly/3vE14wM",AltEnergy,1,Resource Media,AltEnergy,AltEnergy
3658118234316570,"Switching your home to run on entirely on renewable electricity would save you and families across America thousands of dollars per year. Sound too good to be true? Not at all. Actually, it’s extremely doable. Learn how at Rewiring America: https://www.rewiringamerica.org.",AltEnergy,1,The Years Project,AltEnergy,AltEnergy
270583834776802,"Reaching any climate goals requires all carbon-free energy sources, including wind, solar and nuclear energy.
  
  
 

  As the largest provider of clean electricity in the U.S., nuclear will play a key role in reducing carbon emissions.",AltEnergy,1,"NUCLEAR ENERGY INSTITUTE, INC.",AltEnergy,AltEnergy
340272314564779,"Offshore oil and gas drilling is putting our coasts and oceans in danger. We must end all new leasing of federal waters to fossil fuel companies and fight against the climate crisis. 
  
  
 

  Join us and make your voice heard. Take action against fossil fuels for our oceans, coastal communities, and a clean energy future: https://on.nrdc.org/3hXAURn.",Environmental,1,Natural Resources Defense Council,SupportClimatePolicy,Environmental
2967978366759490,We need elected officials that support sound climate policies and protect our shared futures. Learn more and get involved.,SupportClimatePolicy,1,CENTER FOR AMERICAN PROGRESS,SupportClimatePolicy,SupportClimatePolicy
462904794786258,"What a day for climate action! With an executive order, President Biden just announced plans to establish a Climate Change Support Office, which will allow him to deliver on his promises to #ActOnClimate. 👏🏼👏🏼👏🏼👏🏼👏🏼
  
  
 

  #ClimateFriday",SupportClimatePolicy,1,Moms Clean Air Force,SupportClimatePolicy,SupportClimatePolicy
391902389246851,"Then-State Auditor @mayorkeller questioned #OilAndGas subsidies in our #UnearthedNM series. Now, @senatormartinheinrich is calling on Congress to rethink these handouts as part of the #BuildBackBetter agenda.
  
  
 

  “We have an unprecedented opportunity to shape our future economy while responding to the urgent #ClimateCrisis we face. This is especially true as Congress debates major reforms to the federal energy tax code.”",PoliticalAffiliation,1,Climate Advocates Voces Unidas,PoliticalAffiliation,PoliticalAffiliation
2703601646527250,"The Citizens United decision allowed massive political spending by fossil fuel companies. In fact they've outspent environmental activists 10 to 1 in stopping climate change action. The For the People Act will stop this corruption. 
  
  
 

  Without action, our democracy and our access to it is in serious jeopardy, which is why the Senate must ensure fair elections, protect the freedom to vote and pass the For the People Act! To take action, visit sc.org/4thepeople or text ""FTP"" to 69866 to call your Senators now.",PoliticalAffiliation,1,SIERRA CLUB,PoliticalAffiliation,PoliticalAffiliation
997756761041065,"Colonial Pipeline goes offline ➡️ national avg. price of gas hits $3 dollars/gallon ➡️ U.S. Energy Sec. admits ""pipe is the best way"" to transport fuel. 
  
  
 

  When will President Biden acknowledge that pipelines are critical infrastructure?",BidenGasPriceIncrease,0,Congressman Fred Keller,BidenGasPriceIncrease,BidenGasPriceIncrease
944587649495824,"Our campaign doesn’t take off-years. Instead we are consistently reaching out to voters, organizing in our community, and pushing Democrats to go bigger and bolder. It’s why we host weekly Green New Deal phone banks, canvas our communities to provide support and resources like we did after Hurricane Ida, and work to support progressive candidates up and down the ballot like Tiffany Cabán. All that on top of working on our re-election efforts, with our primary coming up in a few months and the general election less than 12 months away now. 
  
  
 

  When we pair organized mass movements with elected leaders who are willing to enact the people's will, we can accelerate the momentum needed to make change. Our campaign doesn’t take a cent from corporate PACs or lobbyists — we rely 100% on small-dollar, grassroots donations to fund our campaign. Can you make a contribution of $5 today? It would go a long way in powering our organizing.",AgainstCorporateInterests,1,Alexandria Ocasio-Cortez for Congress,AgainstCorporateInterests,AgainstCorporateInterests
198494272352010,"To the “Moderate” Democrats in the House and the Senate who think that progressives are bluffing on our pledge to vote against the small infrastructure bill IF moderates hold up the transformational Build Back Better agenda with investments in child care, health care, climate action, and more:
  
  
 

  𝙏𝙧𝙮 𝙪𝙨.
  
  
 

  We plan on delivering the ENTIRETY of the President’s agenda, and this means passing BOTH the Build Back Better Act and the infrastructure bill. Progressives will not press pause or delay on our long-overdue priorities.
  
  
 

  We are not willing to leave out investments in child care, paid leave, health care, housing, education, and climate action. And anyone who is voting against this Build Back Better bill is voting against the President’s agenda, against the Democratic party’s agenda, and against what voters demanded at the ballot box. 
  
  
 

  I will not back down. We have the opportunity to deliver transformational change to the American people — change that makes a real difference in people’s daily lives. But I can’t do this alone. If you are with me, can you rush a $10 donation to fuel this fight for progress?",AgainstCorporateInterests,1,PRAMILA FOR CONGRESS,AgainstCorporateInterests,AgainstCorporateInterests
807972370112792,“The money keeps pouring into CT.” Yet Gov Lamont wants to raise taxes yet again. Please join me at gas tax rally’s in Branford and Waterbury this weekend and tell the governor NO MORE TAXES! #Connecticut #CT #stopthegastaxct #GasTax #Waterbury,GasTax,0,Bob Stefanowski,GasTax,GasTax
804379277123963,"Did you know Illinois residents already pay the third-highest state gas taxes in the nation? Now lawmakers want to increase the fee even higher for Lake County. 
  
  
 

  Take 60 seconds to tell lawmakers to vote against the motor fuel tax hike! Lake County residents can’t afford to pay more at the pump.",GasTax,0,AMERICANS FOR PROSPERITY,GasTax,GasTax
300890301703274,"Click to sign the petition today ➡️ http://stopthegastaxct.com
  
  
 

  Gov. Lamont and CT Democrats want a NEW TAX on gas in Connecticut. Tell lawmakers we are taxed enough!
  
  
 

  Learn more at http://stopthegastaxct.com",GasTax,0,CT Senate Republican Campaign Committee,GasTax,GasTax
1156749941749900,"Forests like the Tongass National Forest can help us fight climate change if we let them grow. Until the Tongass stands forever, we will never rest.",Deforestation,1,EARTHJUSTICE,Deforestation,Deforestation
1084817929009190,"""Environmental services of the (Jackson Park) trees were calculated with results indicating that the trees are estimated to store 203.8 tons of carbon, sequester 5.8 tons of carbon per year and remove 341.5 pounds of air pollution per year.“ 
  
  
 

  That’s important for our South Side communities and our children. According to a Lurie Children’s Hospital study, 'In Chicago, one in eight families have a child that has been diagnosed with asthma. In fact, the rate of asthma in Chicago children surpasses state and national levels.' However, a 2010 study found that 'park trees can produce significant air quality effects at the local scale, both within and near parks, related to air temperatures, air pollution, ultraviolet radiation, and carbon dioxide.' That’s because 'trees have a strong association of fewer emergency asthma cases in very polluted areas,' according to a 2017 University of Exeter study. 
  
  
 

  ""Replacing the nearly 100 trees in Jackson Park that the Obama Foundation is planning on cutting down with younger trees is not a solution. Ignoring the value of Jackson Park’s trees and their pollution-mitigating capabilities is not a solution, either. Chicago’s South Side deserves the Obama Presidential Center (OPC) and to keep Jackson Park whole, viable, and tree-filled. Let’s find a better location for the OPC near Washington Park.""
  
  
 

  https://www.hpherald.com/opinion/letters_to_editor/removing-jackson-park-trees-will-have-negative-health-outcomes/article_89ee682a-ee37-11eb-9ce2-7389ab1ae1e4.html",Deforestation,1,Jeannette L Hoyt,Deforestation,Deforestation
494247008533890,"HUGE WIN! ""Now, with the restoration of the Roadless Rule, we can allow the land to heal and turn toward investment in Indigenous stewardship, local economies, and further protections for the salmon, bears, and all the living beings within Haa Aani, Our Homelands.” Kari Ames (Tlingit) keeper of traditional life-ways, WECAN Tongass Representative
  
  
 

  Today, the Biden Administration’s USDA announced it will restore full Roadless Rule protections, and end large-scale old growth timber sales across the entire 16 million acres of the Tongass National Forest in Alaska! 
  
  
 

  The announcement comes after many years of advocacy by tribal leadership, and local and national groups, including WECAN. On Monday, ahead of the announcement, a WECAN Indigenous Women’s Tongass Delegation met with White House officials to advocate for the protection of the Tongass forest, Indigenous rights and governance, the immediate reinstatement of the 2001 National Roadless Rule, and an end to all old-growth logging throughout the Tongass. 
  
  
 

  The Tongass exists within the traditional territories of the Tlingit, Haida, and Tsimshian peoples. It is one of the largest remaining temperate rainforests in the world, and it is responsible for holding more than 40% of all carbon stored by U.S. national forests. Maintaining an intact Tongass ecosystem is a critical solution for the U.S. and international climate efforts. Forests are vital for stabilizing the climate, sequestering carbon, providing refuge for unique bio-diverse ecosystems, and meeting the goals of the Paris Climate Agreement. Learn more about our ongoing Women for Forests program here: https://www.wecaninternational.org/take-action-tongass",Deforestation,1,Women's Earth and Climate Action Network (WECAN) International,Deforestation,Deforestation
1020986332060340,Putting a price on carbon is America’s opportunity to become a worldwide clean energy leader and combat climate change quickly.,Carbon,1,Citizens' Climate Lobby,Carbon,Carbon
433275788490399,"Helping the environment can seem like a big task, but every small action counts. Start by calculating your carbon footprint! ➡️ https://www.nature.org/en-us/get-involved/how-to-help/carbon-footprint-calculator/ 
  
  
 

  -
  
  
 

  #AQI #AirQualityIndex #AirQuality #Pollution #AirPollution #ClimateChange #ITCAClimateChangeChallenge #CarbonFootprint",Carbon,1,"INTER TRIBAL COUNCIL OF ARIZONA, INC.",Carbon,Carbon
347302960107906,Short Stop is committed to serving both Kansas and the environment by offsetting your carbon emissions every time you fill up at the pump.,Carbon,1,GreenPrint,Carbon,Carbon
248653364011453,"“That’s income [farmers] can count on, rain or shine.”
  
  
 

  “In Minnesota, wind-related jobs are found from corner to corner.”
  
  
 

  “We have generations of farmers in our community. We all know the challenge of agriculture, considering weather, markets and production. For some farmers it’s becoming a financial burden to bring children into the operation. Now wind energy is offering these families an additional way to help support future generations of farmers.”
  
  
 

  Wind energy is supporting communities all over the Midwest by bringing jobs, landowner payments, tax dollars, and more to our rural communities. Read what Midwesterners have to say about wind power, in their own words:",CustomerBasedAltEnergy,1,Rural Illinois For Local Energy Production,CustomerBasedAltEnergy,AltEnergy
245648737487680,"Economic and community benefits, low production costs, and little to no greenhouse gas emissions make wind an increasingly attractive energy solution. Here in Illinois, wind is the largest source of renewable power, accounting for nearly 10 percent of our state’s electric generation–and that’s not counting the over 900 MW currently under construction in the Land of Lincoln. Learn more fun facts about wind energy here 👉 http://ms.spr.ly/6189nIZdB.",CustomerBasedAltEnergy,1,Enel,CustomerBasedAltEnergy,CustomerBasedAltEnergy
461328762312940,There are many reasons why Midwesterners support wind power in our region. Wind works! Why are you saying 'yes' to wind energy? Comment below.,CustomerBasedAltEnergy,1,Mid Mitten Powered by Invenergy,CustomerBasedAltEnergy,CustomerBasedAltEnergy
797601311139690,Leading change across the food industry and achieving our goal of net zero by 2040 will be a challenge. Anything less is not an option. Read how we’re working to be part of the climate solution.,FoodSecurity,1,JBS USA Food Company,FoodSecurity,ClimateSolution
231819552241236,"Join us for a free virtual symposium to mark #WorldFoodDay that will take a closer look at the future of food and what “building back better” means. This year, World Food Day looks forward to the sustainable food system the world needs to build together. The symposium will include presentations from leading international, national, and local experts on the impacts of climate change, global conflict, and COVID-19 on the world’s agri-food system. 
  
  
 

  Browse the agenda and speaker profiles, available online. And register now to join this important day of learning how to create a more sustainable, equitable, and resilient food future for the world.
  
  
 

  The symposium will be live-streamed on Global Minnesota's YouTube channel: https://www.youtube.com/c/GlobalMinnesota
  
  
 

  Thank You Sponsors! 
  
  
 

  Gold Sponsors: Hormel Foods Corporation, Land O’Lakes, Inc.  
  
  
 

  Silver Sponsors: Blue Cross and Blue Shield of Minnesota and Regenerative Agriculture Foundation",FoodSecurity,1,Global Minnesota,FoodSecurity,FoodSecurity
514906026242970,"When you are hungry, you only have one problem. Once hunger comes off the table and is replaced with hope, families can focus on the next opportunity in their lives. 
  
  
 

  Max Finberg, president and CEO of Growing Hope Globally, joins Gerry Brisson, president and CEO of Gleaners Community Food Bank, and Dr. Phil Knight this weekend on Food First Michigan. Tune in this evening at 9:00 PM on WJR Radio or NewsTalk 760 AM for the inspirational conversation on food and HOPE! Or, listen here ➡️ http://ow.ly/ABHY50FQITA.
  
  
 

  Max is a leader who understands the power and significance of food. Growing Hope Globally works with farmers in the United States to serve and support farmers overseas. Their mission is to “link the grassroots energy and commitment of rural communities in the U.S. with the capability and desire of smallholder farmers in developing countries to grow lasting solutions to hunger.” Like the Michigan food bank network, Growing Hope Globally engages communities in the pursuit of food security and believes that hunger can be solved. 
  
  
 

  Recognizing the power of the food first concept changes the dynamics for all social programming. It makes food a priority. The impact of putting food first will be experienced through positive outcomes in education, healthcare, and workforce development. 
  
  
 

  Find this episode and all past Food First Michigan episodes at foodfirstmi.org, on Apple Podcasts or iHeartRadio. 
  Apple Podcasts ➡️ https://apple.co/38UUpFk
  iHeartRadio ➡️ http://ow.ly/DmMT50FQITQ
  
  
 

  #FoodFirst
  #FoodFirstMI
  #FoodSecurity
  #MoreFoodMoreOften2MorePeople",FoodSecurity,1,FOOD BANK COUNCIL OF MICHIGAN INC,FoodSecurity,FoodSecurity
1096951047774400,Oil and natural gas support jobs and community growth in Illinois– do you know how? Take this quiz to find out!,Economy_pro,0,EXXON MOBIL CORPORATION,Economy_pro,Economy_pro
598100431476547,"As we head into 2022, Oklahoma's oil and natural gas industry is on the rise. Today, there are 44 active drilling rigs providing a boost to our economy — a huge improvement compared to the 9 active drilling rigs two months into the COVID-19 pandemic. 
  
  
 

  Though there are still uncertainties and anxieties surrounding our industry, the optimism for a brighter future is stirring in our fields. 
  
  
 

  Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3DPFDN2",Economy_pro,0,The Petroleum Alliance of Oklahoma,Economy_pro,Economy_pro
142000881481983,Did you know oil and natural gas supports thousands of jobs in New Mexico? Learn more here.,Economy_pro,0,EXXON MOBIL CORPORATION,Economy_pro,Economy_pro
285112486717179,The #natgas industry is supporting a more sustainable #energy future by investing in renewable energy sources like renewable natural gas. Learn about the benefits of RNG.,ClimateSolution,0,AMERICAN GAS ASSOCIATION,ClimateSolution,ClimateSolution
4120077084784440,John Doerr’s Speed & Scale Plan gets us to net-zero emissions by 2050—and halfway there by 2030. Want the free Speed & Scale action plan in your hands? Send us your address �and we’ll mail you an 11x18″ poster!,ClimateSolution,0,Speed & Scale,ClimateSolution,ClimateSolution
441051840876596,We have the technology to cut emissions from super pollutants like methane and black carbon. Taking action today will help us keep temperature rise below 1.5°C.,ClimateSolution,1,CLEAN AIR TASK FORCE,ClimateSolution,ClimateSolution
452936012690081,"Drastic energy policies outlined in SB-467 would jeopardize the jobs and livelihoods of tens of thousands of families and force the state to import more of the oil we use, leading to higher gas and utility prices for all Californians.",AgainstClimatePolicy,0,Californians for Energy Independence,Patriotism,AgainstClimatePolicy
266791671626019,Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Carolyn Bourdeaux at 770-232-3005 and tell them: new taxes on U.S. energy is a BAD idea!,AgainstClimatePolicy,0,AMERICAN PETROLEUM INSTITUTE,AgainstClimatePolicy,AgainstClimatePolicy
524967025253539,Raising taxes on the U.S. natural gas and oil industry could put our economic recovery at risk! Call Rep. Sean Casten at 630-520-9450 and tell them: new taxes on U.S. energy is a BAD idea!,AgainstClimatePolicy,0,AMERICAN PETROLEUM INSTITUTE,AgainstClimatePolicy,AgainstClimatePolicy
172529501746919,"Despite popular misconceptions, jobs in the renewable energy industry offer stability, competitive wages, and a chance to expand on transferable skills acquired through work in other industries. Read on to bust some myths about working in clean power:",Economy_clean,1,Clean Energy Michigan,Economy_clean,CustomerBasedAltEnergy
546375493262462,"The growing renewables industry offers opportunities for rural communities that are too often overlooked and underappreciated. More clean power means more jobs, more tax revenue, and more home-grown energy, all in the heart of rural America. Read more:",Economy_clean,1,Geenex Solar,Economy_clean,Economy_clean
999521957503072,Kansas clean energy jobs are exploding. Can we transition our workforce fast enough?,Economy_clean,1,Climate Power Education Fund,Economy_clean,Economy_clean
602478120849084,"Climate change hurts the most vulnerable the hardest.
  
  
 

  https://bit.ly/3odxEUQ",HumanHealth,1,Resource Media,HumanHealth,HumanHealth
898698410983666,"Wildfires around the world are the worst they’ve ever been in 2020. The fight against climate change is needed now more than ever.
  
  
 

  We need your help: Add your name to protect our planet.",Environmental,1,Conservation International,Environmental,Environmental
315981953611897,"Please don’t scroll away while the world is careening toward climate catastrophe!
  
  
 

  𝐃𝐄𝐀𝐃𝐋𝐈𝐍𝐄 𝐀𝐏𝐏𝐑𝐎𝐀𝐂𝐇𝐈𝐍𝐆 | 𝐀𝐃𝐃 𝐘𝐎𝐔𝐑 𝐍𝐀𝐌𝐄 𝐓𝐎 𝐉𝐎𝐈𝐍 𝐀𝐋𝐄𝐗𝐀𝐍𝐃𝐑𝐈𝐀 𝐎𝐂𝐀𝐒𝐈𝐎-𝐂𝐎𝐑𝐓𝐄𝐙, 𝐈𝐋𝐇𝐀𝐍 𝐎𝐌𝐀𝐑 𝐀𝐍𝐃 𝐀𝐘𝐀𝐍𝐍𝐀 𝐏𝐑𝐄𝐒𝐒𝐋𝐄𝐘. A new report from the IPCC says the world is careening toward a critical threshold that would lead to catastrophic climate change. To save the Earth, we need 318 more people to sign our petition to demand a Green New Deal, but you still haven’t spoken up!
  
  Before time runs out: Join climate champions like Congresswomen Ocasio-Cortez, Omar and Pressley and demand action for a Green New Deal!",Environmental,1,Friends of the Earth,Environmental,SupportClimatePolicy
400253118226454,The most underrated solution to mitigate climate change is by capturing carbon and storing it through CCUS. Learn more about CCUS – a solution we have NOW for cleaning up the air we’ll breathe tomorrow.,Environmental,0,Consumer Energy Alliance,Environmental,Environmental
1915977521891170,"Nature as we know it is running out of time. Climate change threatens wild places, and we have a narrow opportunity to change course. Tell Congress to act NOW.",Animals,1,"WILDERNESS SOCIETY, THE",Animals,Environmental
630547201527045,"Climate change is impacting our world in many ways. And it’s not only people who are in danger. Animals, too, are suffering the consequences of our warming world. Start a monthly gift of $5 or more today and the Robert W. Wilson Charitable Trust will match your first 12 donations.",Animals,1,Environmental Defense Fund,Animals,Animals
146538224229078,"We're future-proofing the grid, adding more clean energy sources, and moving toward net-zero carbon emissions.",ClimateSolution,0,AMEREN CORPORATION,AltEnergy,ClimateSolution
802220654031924,Solar does much more than just protect our planet: new research shows that the vast majority of US coal plants are either scheduled to close by 2025 or cost more to operate than new solar or wind power sources.,AltEnergy,1,esaSolar,AltEnergy,AltEnergy
345754717425688,"There’s a new pumped energy storage project being developed on a closed coal mine in Kentucky that will enable the development of solar energy in that state where, like Michigan, the auto industry is investing heavily in electric vehicle manufacturing, and demanding clean energy to power operations.",AltEnergy,1,esaSolar,AltEnergy,AltEnergy
1267005527101960,"Thank you, Rep. Schakowsky, for pushing to pass the full Build Back Better deal for climate, care, jobs, and justice.
  
  
 

  Right now, communities across the nation are being ravaged by climate disasters — wildfires, recording-breaking heat, and violent storms. The pandemic has hit already struggling working families hard. 
  
  
 

  We need our leaders to hold strong to get the substantial investments our communities need. These proposals will create millions of clean energy union jobs, help reduce pollution that worsens superstorms, remove all lead pipes in the U.S. that taint our drinking water, while advancing equity in the face of racial, economic, and climate injustice. And it’ll be funded with taxes on big corporations and billionaires that have avoided paying their fair share for too long.
  
  
 

  Our planet and our communities cannot afford to wait any longer. Thank you, Rep. Schakowsky, for supporting the full Build Back Better deal. We are counting on you to deliver.",SupportClimatePolicy,1,Green New Deal Network,SupportClimatePolicy,SupportClimatePolicy
215732280572076,"Congressional Republicans may finally be waking up to the disastrous impacts of climate change. Amid severe heat waves and wildfires in the Western United States, Florida Republican Senator Rick Scott supports response efforts to our climate crisis but refuses to prioritize the survival of our ecosystems over the welfare of our 181 billion dollar fossil fuel industry. He and other Republicans would prefer instead to spend billions of dollars in preparation for severe weather impacts. This is not enough. If we continue to disregard our climate through the use of fossil fuels, the severe weather will surpass any level of preparation that we may have done. We have a continuously decreasing window of opportunity to reduce the damage we’ve caused to our planet. Call on your local senators and your representative at (202) 224-3121 to stop subsidizing the fossil fuel industry and take action before more harm is done. #ChangetheChamber #LobbyforClimate
  
  
 

  https://www.nytimes.com/2021/08/13/climate/republicans-climate-change.html",PoliticalAffiliation,1,Change the Chamber*Lobby for Climate,SupportClimatePolicy,PoliticalAffiliation
505929100778198,"The bold have stepped forward to change the course of history and transform the world for the better. The climate moment is now—right now. Together, we must meet this moment to drive real change for healthier communities and a thriving planet.",Environmental,1,Environmental Defense Fund,SupportClimatePolicy,Environmental
254113323172071,"Reject Backward Biden’s radical agenda! From oil lines and gas shortages to high unemployment and rampant inflation, Joe Biden is taking our country backwards",BidenGasPriceIncrease,0,"CLUB FOR GROWTH, INC",BidenGasPriceIncrease,BidenGasPriceIncrease
216178267295462,"🚨Breaking🚨
  
  
 

  Joe Biden wants to close Michigan’s Line 5 pipeline. This would skyrocket gas prices even further!
  
  
 

  Add your name: Stop Whitmer & Biden from shutting down Michigan’s Line 5 pipeline >>>",BidenGasPriceIncrease,0,Michigan Rising Action,BidenGasPriceIncrease,BidenGasPriceIncrease
679179466576553,"Gas prices are up 60%, with an average gallon of gas costing $3.40. Families can expect a 54% increase in home heating costs this winter. Biden's energy policies are bad for America. If you agree, please sign the petition now.",BidenGasPriceIncrease,0,"ANDY BARR FOR CONGRESS, INC.",BidenGasPriceIncrease,BidenGasPriceIncrease
222514380024391,"The Build Back Better Act has PASSED the House 🎉🎉
  
  
 

  Thanks to Pramila’s tireless efforts, much of President Biden’s agenda remains intact as the Senate takes up this critical bill — with paid family leave, historic climate funding, lower prescription drug costs, Medicare expansion, universal pre-k, and child care all included in the final bill.
  
  
 

  It is essential that we keep up the pressure on the Senate to swiftly send this bill to President Biden’s desk. Every single day that they delay is another day for lobbyists, corporate interests, and the fossil fuel industry to spend massive amounts of money opposing these provisions that will improve the lives of millions. Can you rush $10 to help us get this over the finish line and passed into law?",AgainstCorporateInterests,1,PRAMILA FOR CONGRESS,AgainstCorporateInterests,SupportClimatePolicy
423183499552315,"Our opportunity to show that our people-powered campaign can compete with corporate mega-donors is right around the corner! On December 31, we’re required by law to publicly report how much we’ve raised over the past three months, and reporting a healthy fundraising haul will help set Katie up for success in her 2022 race.
  
  
 

  Katie’s proud to reject contributions from corporate PACs, lobbyists, and executives at Big Pharma, Big Oil and Big Banks. She’s holding special interests and corrupt officials accountable, but she can only continue to do that with your help. 
  
  
 

  Please consider giving $5, $10, or whatever you can to help us reach our end-of-quarter goal and support our progressive movement.",AgainstCorporateInterests,1,Katie Porter For Congress,AgainstCorporateInterests,AgainstCorporateInterests
807397153234479,"ACTION NEEDED: Sign our petition to urge the immediate HALT of the state’s gas tax increase set for July 1. With tens of billions in a budget surplus, the state should not be raising taxes on its citizens. #GasIsTooDamnHigh ⛽💸
  
  
 

  PETITION LINK: https://tinyurl.com/94akzrsc",GasTax,0,Senator Brian W. Jones,GasTax,GasTax
1497450397280530,"Join me in fighting to STOP THE GAS TAX! 
  
  
 

  FOLLOW my PAGE by clicking the ""FOLLOW"" tab on the right side below next to my NAME & TITLE. 
  
  
 

  Proposed legislation in the state Senate and Assembly includes a new 55-cents-per-gallon gas tax and increased taxes on heating oil, propane, and natural gas, which is estimated to increase home heating fuel costs by 26%.
  New Yorkers already pay the ninth-highest gas tax in America at 46.19-cents-per-gallon, according to the Tax Foundation. If the proposed gas tax of 55 cents were added, New York would have the highest overall gas tax in America.",GasTax,0,"Chemung County Legislator Rodney J, Strange",GasTax,GasTax
214549617237511,"Congress is considering raising the federal gas tax to pay for President Biden's spending—and Sen. Cassidy said he might support it.
  
  
 

  But Louisiana families already face one of the highest tax burdens in the country.
  
  
 

  Louisianans shouldn’t have to pay for spending run amok.
  
  
 

  Sign the petition and tell Sen. Cassidy to stop the federal gas tax.",GasTax,0,Pelican Institute for Public Policy,GasTax,GasTax
506857940314445,"Fund the best climate crisis solutions, plant your very own forest & support certified carbon offset projects 🌍 Sign up today & we'll plant an extra 10 trees in your forest for free! 🌳
  
  
 

  ----
  
  
 

  Join the Ecologi movement, and be part of something bigger. A community, a movement, a change...
  
  
 

  🌳 Grow a native and biodiverse forest
  📉 Reduce negative impact through certified solutions
  💡 Get tips to help you on your journey
  
  
 

  With Ecologi's subscription services you will fund 100% Gold Standard solutions. You'll also grow your own forest, planting 12 trees a month (or more depending on which plan you choose), all for a few dollars each month.
  
  
 

  This impact adds up. A little contribution from a lot of people creates real, tangible action. Join us in restoring our planet 🌍",Deforestation,1,Ecologi,Deforestation,Deforestation
